mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.13414299488067627,0.008815991931856693,43.5276294708252,2.915888429804942,euclidean,3,uniform,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'}",0.7118857142857142,0.6968,0.6985142857142858,0.7016,0.6922285714285714,0.6982857142857143,0.6925714285714286,0.7022857142857143,0.6936,0.7374857142857143,0.7025257142857143,0.01289327747632977,16,0.8628698412698412,0.864215873015873,0.8646222222222222,0.8647873015873015,0.8629968253968254,0.8632507936507936,0.8646857142857143,0.8641777777777778,0.8650666666666667,0.8666031746031746,0.864327619047619,0.001060249783982231
0.1349857807159424,0.018246138154451877,42.02485513687134,0.7479217808797217,euclidean,3,distance,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.7354285714285714,0.7220571428571428,0.7272,0.7284571428571428,0.7218285714285714,0.7251428571428571,0.7185142857142857,0.7269714285714286,0.7205714285714285,0.7609142857142858,0.7287085714285715,0.01167111767377498,12,0.9998857142857143,0.9999111111111111,0.9998984126984127,0.9999492063492064,0.9999111111111111,0.9998857142857143,0.9998857142857143,0.9998984126984127,0.9999492063492064,0.9998984126984127,0.9999073015873016,2.2751076656729134e-05
0.1386036157608032,0.026627472821615705,41.65529196262359,1.0409559353322164,euclidean,5,uniform,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'}",0.7242285714285714,0.7148571428571429,0.7186285714285714,0.7117714285714286,0.7053714285714285,0.7148571428571429,0.7113142857142857,0.7125714285714285,0.7096,0.7384,0.71616,0.008855808194372216,15,0.8250793650793651,0.825968253968254,0.8263111111111111,0.8254476190476191,0.8251428571428572,0.8253460317460317,0.8266412698412698,0.8268952380952381,0.8266412698412698,0.828368253968254,0.826184126984127,0.0009646949944675336
0.14566140174865722,0.029353967047060975,42.27040729522705,0.5038259724484492,euclidean,5,distance,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}",0.7593142857142857,0.7512,0.7544,0.7492571428571428,0.7433142857142857,0.7528,0.7452571428571428,0.7468571428571429,0.7446857142857143,0.768,0.7515085714285714,0.007228433651990212,7,0.9998857142857143,0.9999111111111111,0.9998984126984127,0.9999492063492064,0.9999111111111111,0.9998857142857143,0.9998857142857143,0.9998984126984127,0.9999492063492064,0.9998984126984127,0.9999073015873016,2.2751076656729134e-05
0.1523690938949585,0.016837685990650136,41.825229692459104,1.3697519105882137,euclidean,7,uniform,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'uniform'}",0.7337142857142858,0.7194285714285714,0.7242285714285714,0.7166857142857143,0.7116571428571429,0.7236571428571429,0.7122285714285714,0.7227428571428571,0.7196571428571429,0.7330285714285715,0.7217028571428571,0.007134660439841334,14,0.8054095238095238,0.8055873015873016,0.8053968253968254,0.8058285714285714,0.8056507936507936,0.8052698412698412,0.8069079365079365,0.807263492063492,0.8074920634920635,0.8090666666666667,0.8063873015873015,0.0011882213566677818
0.13811323642730713,0.020678071724281075,43.01807610988617,0.8509190459734944,euclidean,7,distance,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'distance'}",0.7723428571428571,0.7638857142857143,0.7659428571428571,0.7598857142857143,0.7565714285714286,0.7661714285714286,0.7540571428571429,0.7626285714285714,0.7571428571428571,0.7705142857142857,0.7629142857142857,0.005732599225268674,5,0.9998857142857143,0.9999111111111111,0.9998984126984127,0.9999492063492064,0.9999111111111111,0.9998857142857143,0.9998857142857143,0.9998984126984127,0.9999492063492064,0.9998984126984127,0.9999073015873016,2.2751076656729134e-05
0.1350027322769165,0.025565202693006123,42.085193037986755,1.3520472559767218,euclidean,9,uniform,"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'uniform'}",0.7322285714285715,0.7246857142857143,0.7281142857142857,0.7210285714285715,0.7204571428571429,0.7248,0.7194285714285714,0.7241142857142857,0.7235428571428572,0.7334857142857143,0.7251885714285715,0.004517741895763267,13,0.7949587301587302,0.7952634920634921,0.7946285714285715,0.7946920634920634,0.7968380952380952,0.7952253968253968,0.7956063492063492,0.7962031746031746,0.7949079365079366,0.7977269841269842,0.7956050793650793,0.0009660387879289943
0.1397106409072876,0.020280503703292457,42.07892434597015,0.6423460218198206,euclidean,9,distance,"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'distance'}",0.7765714285714286,0.7716571428571428,0.7728,0.7696,0.7684571428571428,0.7724571428571428,0.7642285714285715,0.7690285714285714,0.7677714285714285,0.7739428571428572,0.7706514285714287,0.003359611250591657,3,0.9998857142857143,0.9999111111111111,0.9998984126984127,0.9999492063492064,0.9999111111111111,0.9998857142857143,0.9998857142857143,0.9998984126984127,0.9999492063492064,0.9998984126984127,0.9999073015873016,2.2751076656729134e-05
0.14904944896697997,0.014834657865481356,0.01870424747467041,0.04577141526168957,manhattan,3,uniform,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}",,,,,,,,,,,,,21,,,,,,,,,,,,
0.2418445348739624,0.11103425076399535,54.34217183589935,5.489248230919165,manhattan,3,distance,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}",0.5858285714285715,0.5845714285714285,0.5852571428571428,0.588,0.5899428571428571,0.5900571428571428,0.5820571428571428,0.5925714285714285,0.5958857142857142,0.5865142857142858,0.5880685714285713,0.003905897163656661,19,0.9998857142857143,0.9999111111111111,0.9998984126984127,0.9999492063492064,0.9999111111111111,0.9998857142857143,0.9998857142857143,0.9998984126984127,0.9999492063492064,0.9998984126984127,0.9999073015873016,2.2751076656729134e-05
