mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
3.3643424987792967,0.11817249892077171,0.017500591278076173,0.0014990184318299895,10,1,2,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7112857142857143,0.7151428571428572,0.7117142857142857,0.7181428571428572,0.713,0.7151428571428572,0.7197142857142858,0.7162857142857143,0.72,0.7087142857142857,0.7149142857142857,0.0035612426173446594,21,0.7294761904761905,0.729031746031746,0.7299365079365079,0.7306031746031746,0.7326984126984127,0.7315238095238096,0.7310476190476191,0.7293809523809524,0.7294603174603175,0.7283015873015873,0.7301460317460317,0.001250060215228924
3.347178745269775,0.14541093649716885,0.016899800300598143,0.0023434786702620997,10,1,5,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.711,0.716,0.711,0.7191428571428572,0.7125714285714285,0.7152857142857143,0.72,0.7165714285714285,0.7197142857142858,0.709,0.7150285714285713,0.003766013428395775,20,0.7293492063492063,0.7288571428571429,0.7298095238095238,0.7306825396825397,0.7326349206349206,0.7314285714285714,0.730920634920635,0.7292380952380952,0.7292222222222222,0.7281904761904762,0.7300333333333333,0.0012849782333630043
3.1550580501556396,0.09646966470737597,0.0156994104385376,0.0008994559954635711,10,1,10,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7115714285714285,0.7157142857142857,0.7114285714285714,0.7194285714285714,0.7137142857142857,0.7148571428571429,0.7195714285714285,0.7168571428571429,0.7197142857142858,0.7092857142857143,0.7152142857142858,0.0035365439142110017,19,0.7287936507936508,0.7285396825396825,0.7295079365079365,0.7303333333333333,0.731984126984127,0.7310476190476191,0.7303968253968254,0.7287619047619047,0.729015873015873,0.7277777777777777,0.729615873015873,0.001228694469044905
2.9744584798812865,0.049812439929774216,0.01607203483581543,0.0014406352630779112,10,5,2,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.7104285714285714,0.7151428571428572,0.7107142857142857,0.7192857142857143,0.7118571428571429,0.7137142857142857,0.7191428571428572,0.716,0.7181428571428572,0.7077142857142857,0.7142142857142858,0.003796480647405241,23,0.7268253968253968,0.7261111111111112,0.7271269841269842,0.7281269841269842,0.7304444444444445,0.7285873015873016,0.7282380952380952,0.7265238095238096,0.7268730158730159,0.7256349206349206,0.7274492063492064,0.001345804300939514
3.01523220539093,0.0531089818047116,0.0164517879486084,0.0011502182312378303,10,5,5,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.7107142857142857,0.7151428571428572,0.7105714285714285,0.7187142857142857,0.7114285714285714,0.7138571428571429,0.7191428571428572,0.7157142857142857,0.718,0.7075714285714285,0.7140857142857143,0.0037330296280744697,24,0.7268412698412698,0.7261111111111112,0.7271587301587301,0.7279047619047619,0.7303015873015873,0.7285555555555555,0.7282380952380952,0.7265238095238096,0.7269682539682539,0.7256349206349206,0.7274238095238095,0.0012964289965551909
3.079346537590027,0.07428533444361145,0.01705060005187988,0.0009333057712165124,10,5,10,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.711,0.7147142857142857,0.71,0.7192857142857143,0.7121428571428572,0.7135714285714285,0.7194285714285714,0.7151428571428572,0.7187142857142857,0.7082857142857143,0.7142285714285714,0.0037711038821273534,22,0.7268730158730159,0.7261111111111112,0.7271587301587301,0.7280793650793651,0.7304603174603175,0.7285714285714285,0.7283809523809524,0.7266190476190476,0.7268730158730159,0.7256507936507937,0.7274777777777779,0.001343338312983456
3.0331623554229736,0.085829990081065,0.016146469116210937,0.0011438064368759148,10,10,2,"{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.7085714285714285,0.7148571428571429,0.7088571428571429,0.7158571428571429,0.7114285714285714,0.7134285714285714,0.7198571428571429,0.7151428571428572,0.7198571428571429,0.7065714285714285,0.7134428571428572,0.004347858961721341,26,0.7241904761904762,0.7231904761904762,0.7245714285714285,0.7261587301587301,0.7276349206349206,0.7259682539682539,0.7258095238095238,0.7241269841269842,0.7245555555555555,0.7233492063492063,0.7249555555555556,0.0013287866545435463
2.997149205207825,0.07469469955431213,0.015917706489562988,0.0008345377689399895,10,10,5,"{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 5}",0.7085714285714285,0.7148571428571429,0.7088571428571429,0.7164285714285714,0.7112857142857143,0.7135714285714285,0.7201428571428572,0.7147142857142857,0.7197142857142858,0.7064285714285714,0.7134571428571428,0.004420176374724618,25,0.7241904761904762,0.7231904761904762,0.7246190476190476,0.7263333333333334,0.7276349206349206,0.7259682539682539,0.7258095238095238,0.7240952380952381,0.7245714285714285,0.7233333333333334,0.7249746031746032,0.0013476592437028799
2.9808126211166384,0.06620659534975769,0.016001582145690918,0.000894122835803888,10,10,10,"{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.7085714285714285,0.7148571428571429,0.7091428571428572,0.7162857142857143,0.7114285714285714,0.7132857142857143,0.7192857142857143,0.7152857142857143,0.7198571428571429,0.7064285714285714,0.7134428571428572,0.004292589723070718,26,0.7241904761904762,0.7232380952380952,0.7246031746031746,0.7263333333333334,0.7276349206349206,0.7259682539682539,0.7258571428571429,0.7241587301587301,0.7245555555555555,0.7233492063492063,0.7249888888888889,0.0013393674872155409
13.542311930656433,0.35542066231083286,0.016591548919677734,0.0007772511499512356,20,1,2,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7577142857142857,0.7637142857142857,0.761,0.769,0.7572857142857143,0.7694285714285715,0.7574285714285715,0.7742857142857142,0.7625714285714286,0.7675714285714286,0.764,0.0055849652402404255,8,0.8276190476190476,0.8272539682539682,0.826063492063492,0.8267936507936507,0.8251746031746032,0.8251269841269842,0.8256507936507936,0.8243968253968254,0.8288412698412698,0.8286349206349206,0.8265555555555556,0.001445420915365116
