mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
182.95957403182985,1.1571923609755694,0.3840899705886841,0.016306029660343512,,sqrt,100,"{'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 100}",0.8788571428571429,0.8851428571428571,0.8868571428571429,0.8868571428571429,0.877,0.8835714285714286,0.883,0.8875714285714286,0.8861428571428571,0.8835714285714286,0.8838571428571429,0.003340536434986061,6,0.999968253968254,0.9999523809523809,0.9999523809523809,0.999968253968254,0.9999523809523809,0.999968253968254,0.999968253968254,0.999968253968254,0.999968253968254,0.9999523809523809,0.9999619047619047,7.776157913601715e-06
366.9603427410126,1.6676639705608844,0.7443275690078736,0.005732050222901161,,sqrt,200,"{'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 200}",0.8845714285714286,0.8858571428571429,0.8878571428571429,0.89,0.878,0.888,0.8817142857142857,0.889,0.8894285714285715,0.8831428571428571,0.8857571428571429,0.0036906113646519418,5,0.999968253968254,0.9999523809523809,0.9999523809523809,0.999968253968254,0.9999523809523809,0.999968253968254,0.999968253968254,0.999968253968254,0.999968253968254,0.9999523809523809,0.9999619047619047,7.776157913601715e-06
549.2494384050369,0.9479238389781475,1.1095331192016602,0.008280314198276155,,sqrt,300,"{'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 300}",0.885,0.888,0.8911428571428571,0.889,0.8785714285714286,0.8904285714285715,0.8882857142857142,0.8881428571428571,0.8894285714285715,0.8885714285714286,0.8876571428571429,0.003405397876001801,4,0.999968253968254,0.9999523809523809,0.9999523809523809,0.999968253968254,0.9999523809523809,0.999968253968254,0.999968253968254,0.999968253968254,0.999968253968254,0.9999523809523809,0.9999619047619047,7.776157913601715e-06
125.45791625976562,0.4343168912251256,0.6231941699981689,0.007678118381172176,,log2,100,"{'max_depth': None, 'max_features': 'log2', 'n_estimators': 100}",0.886,0.8887142857142857,0.8941428571428571,0.892,0.8775714285714286,0.8931428571428571,0.8871428571428571,0.8917142857142857,0.8882857142857142,0.887,0.8885714285714285,0.0045364735022630385,3,0.999968253968254,0.9999523809523809,0.9999523809523809,0.999968253968254,0.9999523809523809,0.999968253968254,0.999968253968254,0.999968253968254,0.999968253968254,0.9999523809523809,0.9999619047619047,7.776157913601715e-06
250.9269680738449,0.5802981221239838,1.229489231109619,0.008362956894893359,,log2,200,"{'max_depth': None, 'max_features': 'log2', 'n_estimators': 200}",0.8892857142857142,0.8932857142857142,0.8978571428571429,0.8932857142857142,0.8832857142857143,0.9002857142857142,0.8961428571428571,0.8967142857142857,0.8945714285714286,0.8974285714285715,0.8942142857142856,0.004647689792591929,2,0.999968253968254,0.9999523809523809,0.9999523809523809,0.999968253968254,0.9999523809523809,0.999968253968254,0.999968253968254,0.999968253968254,0.999968253968254,0.9999523809523809,0.9999619047619047,7.776157913601715e-06
376.89183058738706,0.6345742056488919,1.8367374181747436,0.028539165357543677,,log2,300,"{'max_depth': None, 'max_features': 'log2', 'n_estimators': 300}",0.8917142857142857,0.8915714285714286,0.903,0.8961428571428571,0.885,0.9004285714285715,0.896,0.8974285714285715,0.8977142857142857,0.8962857142857142,0.8955285714285715,0.0048005314331661655,1,0.999968253968254,0.9999523809523809,0.9999523809523809,0.999968253968254,0.9999523809523809,0.999968253968254,0.999968253968254,0.999968253968254,0.999968253968254,0.9999523809523809,0.9999619047619047,7.776157913601715e-06
2.7578470945358275,0.09905167649865355,0.10019464492797851,0.0069180724339111006,10,sqrt,100,"{'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 100}",0.7958571428571428,0.7951428571428572,0.8082857142857143,0.8007142857142857,0.7942857142857143,0.8027142857142857,0.8041428571428572,0.8097142857142857,0.8022857142857143,0.7947142857142857,0.8007857142857142,0.005370839633367115,17,0.8198571428571428,0.8172539682539682,0.8182222222222222,0.8158253968253968,0.815047619047619,0.8176349206349206,0.8185873015873016,0.8182698412698413,0.8164920634920635,0.8131428571428572,0.8170333333333332,0.0018593725592072642
5.446710467338562,0.09638232802620116,0.1825587511062622,0.0037719309744367537,10,sqrt,200,"{'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 200}",0.8007142857142857,0.8038571428571428,0.8117142857142857,0.8027142857142857,0.803,0.8072857142857143,0.8097142857142857,0.8098571428571428,0.8058571428571428,0.8031428571428572,0.8057857142857143,0.003507571984220675,15,0.8211111111111111,0.820984126984127,0.8192857142857143,0.8197619047619048,0.8232063492063492,0.8215555555555556,0.8221428571428572,0.8171111111111111,0.8199047619047619,0.8198571428571428,0.8204920634920635,0.0016129514862048963
8.058476734161378,0.12151646659607833,0.26734108924865724,0.007232386976410621,10,sqrt,300,"{'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 300}",0.7922857142857143,0.7992857142857143,0.8095714285714286,0.806,0.8027142857142857,0.8095714285714286,0.805,0.8164285714285714,0.8075714285714286,0.8011428571428572,0.8049571428571429,0.006280208627757787,16,0.821047619047619,0.8184761904761905,0.8203809523809524,0.8218412698412698,0.8217460317460318,0.8218571428571428,0.8172222222222222,0.8223333333333334,0.8216349206349206,0.8204126984126984,0.820695238095238,0.0015691630293722932
1.137986183166504,0.04569895132471649,0.10300261974334717,0.00864437636604492,10,log2,100,"{'max_depth': 10, 'max_features': 'log2', 'n_estimators': 100}",0.7887142857142857,0.7821428571428571,0.8131428571428572,0.7887142857142857,0.792,0.799,0.7971428571428572,0.796,0.784,0.7887142857142857,0.7929571428571428,0.008502112582608343,18,0.8116349206349206,0.806952380952381,0.8224444444444444,0.8072698412698412,0.8106984126984127,0.8113650793650794,0.807047619047619,0.8010952380952381,0.799063492063492,0.8006825396825397,0.8078253968253968,0.0065097984173565875
